OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
263,4387,68,02080,0200,020800200,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,3RD AVE,3RD AVE,VIRGINIA ST,LENORA ST,2,Minor Arterial, ,INSVC,2000,25,NW,N, , ,426,54,PCC,2017/12/08 00:00:00+00,,,3RD AVE AND VIRGINIA ST,NW,29563,3RD AVE AND LENORA ST,SE,29558,1268432.95371167,227169.56930868,N,N,N,Downtown Neighborhood,,100,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,426.028553883663
272,4494,68,02095,1070,020951070,3RD AVE NW BETWEEN NW 107TH ST AND NW 110TH ST,3RD AVE NW,3RD AVE NW,NW 107TH ST,NW 110TH ST,2,Minor Arterial, ,INSVC,10700,25,N,N, , ,660,23,AC/PCC,2017/09/23 00:00:00+00,,,3RD AVE NW AND NW 107TH ST,N,36264,3RD AVE NW AND NW 110TH ST,S,36258,1264371.32957952,261929.24883227,N,N,N,Neighborhood Corridor,,30,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,660.417634697948
277,4558,68,02110,0240,021100240,3RD AVE W BETWEEN W MCGRAW ST AND W SMITH ST,3RD AVE W,3RD AVE W,W MCGRAW ST,W SMITH ST,2,Minor Arterial, ,INSVC,2400,25,N,N, , ,663,30,AC/PCC,2017/10/04 00:00:00+00,,,W MCGRAW PL AND W MCGRAW W ST,N,27817,3RD AVE W AND W SMITH ST,S,27803,1263853.97303498,237374.63299912,N,N,N,Neighborhood Corridor,,53,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,8,ART,N,663.181610360154
278,4569,68,02110,0340,021100340,3RD AVE W BETWEEN W BERTONA ST AND W NICKERSON ST,3RD AVE W,3RD AVE W,W BERTONA ST,W NICKERSON ST,2,Minor Arterial, ,INSVC,3400,25,N,N, , ,150,40,AC/PCC,2017/10/04 00:00:00+00,,,3RD AVE W AND W BERTONA ST,N,26694,3RD AVE W AND W NICKERSON ST,S,26688,1263938.52394708,241063.94980291,N,N,N,Neighborhood Corridor,,56,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,150.237915850096
283,4635,68,02155,1300,021551300,30TH AVE NE BETWEEN NE 130TH ST AND NE 133RD ST,30TH AVE NE,30TH AVE NE,NE 130TH ST,NE 133RD ST,3,Collector Arterial, ,INSVC,13000,25,N,N, , ,658,23,AC/PCC,2013/07/25 00:00:00+00,,,30TH AVE NE AND NE 130TH ST,N,36054,30TH AVE NE AND NE 133RD ST,S,36045,1280342.71039587,267443.37837392,N,N,N,Neighborhood Corridor,,17,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,658.120895911969
299,4837,68,02275,0150,022750150,31ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,31ST AVE S,31ST AVE S,S ATLANTIC ST,S MASSACHUSETTS ST,3,Collector Arterial, ,INSVC,1500,25,S,N, , ,532,26,AC/PCC,2017/10/11 00:00:00+00,,,31ST AVE S AND S ATLANTIC ST,S,30700,31ST AVE S AND S MASSACHUSETTS ST,N,31396,1280352.44729188,218157.03195545,Y,N,N,Neighborhood Corridor,,45,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,531.777114398657
310,4978,68,02385,0580,023850580,32ND AVE NW BETWEEN NW 58TH ST AND NW 59TH S ST,32ND AVE NW,32ND AVE NW,NW 58TH ST,NW 59TH S ST,3,Collector Arterial, ,INSVC,5800,25,N,N, , ,132,32,PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 58TH ST,N,25050,32ND AVE NW AND NW 59TH S ST,S,25042,1254861.53232178,248720.79621075,N,N,N,Neighborhood Corridor,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,132.097961052991
311,4997,68,02385,0720,023850720,32ND AVE NW BETWEEN NW 72ND ST AND NW 73RD ST,32ND AVE NW,32ND AVE NW,NW 72ND ST,NW 73RD ST,3,Collector Arterial, ,INSVC,7200,25,N,N, , ,260,32,AC/PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 72ND ST,N,23999,32ND AVE NW AND NW 73RD ST,S,23997,1254921.52771384,252430.74949454,N,N,N,Neighborhood Corridor,,60,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,5,ART,N,260.146433695632
328,5206,68,02590,0090,025900090,34TH AVE BETWEEN E MARION ST AND E SPRING ST,34TH AVE,34TH AVE,E MARION ST,E SPRING ST,3,Collector Arterial, ,INSVC,900,25,N,N, , ,444,42,AC/PCC,2017/10/09 00:00:00+00,,,34TH AVE AND E MARION ST,N,30282,34TH AVE AND E SPRING ST,S,30279,1281289.58252484,226278.36853977,Y,N,N,Neighborhood Corridor,,19,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,444.027898098655
336,5322,68,02620,0260,026200260,34TH AVE W BETWEEN W RAYE ST AND W ARMOUR ST,34TH AVE W,34TH AVE W,W RAYE ST,W ARMOUR ST,2,Minor Arterial, ,INSVC,2600,25,N,N, , ,663,40,PCC,2017/10/30 00:00:00+00,,,34TH AVE W AND W RAYE ST,N,27464,34TH AVE W AND W ARMOUR ST,S,27454,1254014.0962889,238881.94807267,N,N,N,Neighborhood Corridor,,63,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,662.988824268353
339,5361,68,02705,0700,027050700,35TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,35TH AVE NE,35TH AVE NE,NE 70TH ST,NE 73RD ST,2,Minor Arterial, ,INSVC,7000,25,N,N, , ,663,40,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 70TH ST,N,24950,35TH AVE NE AND NE 73RD ST,S,24934,1281511.16153306,251558.93982965,N,N,N,Urban Center Connector,,65,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,0,ART,N,662.686348097634
340,5375,68,02705,0903,027050903,35TH AVE NE BETWEEN NE 91ST S ST AND NE 91ST N ST,35TH AVE NE,35TH AVE NE,NE 91ST S ST,NE 91ST N ST,2,Minor Arterial, ,INSVC,9000,25,N,N, , ,73,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 91ST S ST,N,37926,35TH AVE NE AND NE 91ST N ST,S,37923,1281560.38700512,256781.46540301,N,N,N,Urban Center Connector,,67,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,73.4746420378912
341,5385,68,02705,1000,027051000,35TH AVE NE BETWEEN NE 100TH ST AND NE 103RD ST,35TH AVE NE,35TH AVE NE,NE 100TH ST,NE 103RD ST,2,Minor Arterial, ,INSVC,10000,25,N,N, , ,703,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 100TH ST,N,37878,35TH AVE NE AND NE 103RD ST,S,37869,1281576.22623713,259497.12018979,N,N,N,Urban Center Connector,,68,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,9,ART,N,703.424700010691
342,5394,68,02705,1200,027051200,35TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,35TH AVE NE,35TH AVE NE,NE 120TH ST,NE 123RD ST,2,Minor Arterial, ,INSVC,12000,25,N,N, , ,661,47,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 120TH ST,N,36617,35TH AVE NE AND NE 123RD ST,S,36608,1281506.37254106,264724.95097913,Y,N,N,Urban Center Connector,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,661.307647841156
346,5446,68,02720,0390,027200390,35TH AVE SW BETWEEN SW ANDOVER N ST AND SW ANDOVER S ST,35TH AVE SW,35TH AVE SW,SW ANDOVER N ST,SW ANDOVER S ST,3,Collector Arterial, ,INSVC,4000,25,S,N, , ,130,25,AC/PCC,2017/10/23 00:00:00+00,,,35TH AVE SW AND SW ANDOVER N ST,S,31875,35TH AVE SW AND SW ANDOVER S ST,N,31874,1259571.6549506,211072.20903619,N,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,3,ART,N,129.880769891021
347,5467,68,02720,0750,027200750,35TH AVE SW BETWEEN SW WEBSTER ST AND SW AUSTIN ST,35TH AVE SW,35TH AVE SW,SW WEBSTER ST,SW AUSTIN ST,1,Principal Arterial, ,INSVC,7500,25,S,N, , ,276,55,AC/PCC,2017/12/01 00:00:00+00,PCC,2017/10/23 00:00:00+00,35TH AVE SW AND SW WEBSTER ST,S,34043,35TH AVE SW AND SW AUSTIN ST,N,34052,1259218.15171824,199043.63263987,N,N,Y,Urban Center Connector,,44,56,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,275.879293071868
348,5483,68,02720,0920,027200920,35TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,35TH AVE SW,35TH AVE SW,SW BARTON ST,SW CAMBRIDGE ST,1,Principal Arterial, ,INSVC,9200,25,S,N, , ,653,55,AC/PCC,2017/10/23 00:00:00+00,PCC,2017/10/23 00:00:00+00,35TH AVE SW AND SW BARTON ST,S,34741,35TH AVE SW AND SW CAMBRIDGE ST,N,34756,1259062.69571808,193568.60773827,N,N,Y,Urban Center Connector,,65,52,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,3,ART,N,653.497901981435
349,5497,68,02720,1110,027201110,35TH AVE SW BETWEEN SW 111TH ST AND SW 112TH ST,35TH AVE SW,35TH AVE SW,SW 111TH ST,SW 112TH ST,3,Collector Arterial, ,INSVC,11000,25,S,N, , ,380,22,AC,2018/01/09 00:00:00+00,,,35TH AVE SW AND SW 111TH ST,S,38031,35TH AVE SW AND SW 112TH ST,N,38044,1259107.35709412,187421.27409998,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,379.931170492067
350,5500,68,02720,1140,027201140,35TH AVE SW BETWEEN 37TH AVE SW AND MARINE VIEW DR SW,35TH AVE SW,35TH AVE SW,37TH AVE SW,MARINE VIEW DR SW,3,Collector Arterial, ,INSVC,11400,25,S,N, , ,199,25,AC,2017/10/23 00:00:00+00,,,35TH AVE SW AND 37TH AVE SW,S,38371,35TH AVE SW AND MARINE VIEW DR SW,N,38364,1259062.12362207,186022.30206654,N,N,N,Neighborhood Corridor,,20,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,2,ART,N,198.804121061984
366,5714,68,02890,1350,028901350,37TH AVE NE BETWEEN NE 135TH E ST AND NE 137TH ST,37TH AVE NE,37TH AVE NE,NE 135TH E ST,NE 137TH ST,0,Not Designated, ,INSVC,13500,20,N,N, , ,671,22,AC,2014/10/22 00:00:00+00,,,37TH AVE NE AND NE 135TH E ST,N,36181,37TH AVE NE AND NE 137TH ST,S,36168,1282369.12684594,268701.00947921,N,N,N,Neighborhood Yield Street,,85,0,4,LOCAL TRANSIT ROUTE,DISTRICT5, ,N,1,NON-ART,N,670.688395559659
396,6104,68,03070,1070,030701070,39TH AVE SW BETWEEN SW 107TH ST AND MARINE VIEW DR SW,39TH AVE SW,39TH AVE SW,SW 107TH ST,MARINE VIEW DR SW,3,Collector Arterial, ,INSVC,10700,25,S,N, , ,375,23,AC,2017/10/23 00:00:00+00,,,39TH AVE SW AND SW 107TH ST,S,38013,39TH AVE SW AND MARINE VIEW DR SW,N,38018,1257803.80202079,188725.81694931,N,N,N,Neighborhood Corridor,,49,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,7,ART,N,374.754831606514
398,6136,68,03130,0190,031300190,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,4TH AVE,4TH AVE,STEWART ST,VIRGINIA ST,1,Principal Arterial, ,INSVC,1900,25,NW,Y,NW,F,426,54,AC/PCC,2017/10/27 00:00:00+00,PCC,2013/07/25 00:00:00+00,4TH AVE AND STEWART ST,NW,29565,4TH AVE AND VIRGINIA ST,SE,29557,1268964.86891222,227121.14434862,Y,N,Y,Downtown,,93,96,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,426.049097970647
399,6139,68,03130,0220,031300220,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,4TH AVE,4TH AVE,BLANCHARD ST,BELL ST,1,Principal Arterial, ,INSVC,2200,25,NW,Y,NW,F,426,54,AC/PCC,2017/10/27 00:00:00+00,,,4TH AVE AND BLANCHARD ST,NW,29546,4TH AVE AND BELL ST,SE,29533,1268019.21131125,227981.14178951,Y,N,Y,Downtown,,85,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,425.963025883823
400,6145,68,03130,0280,031300280,4TH AVE BETWEEN CLAY ST AND DENNY WAY,4TH AVE,4TH AVE,CLAY ST,DENNY WAY,1,Principal Arterial, ,INSVC,2800,25,N,Y,N,F,84,36,PCC,2017/10/27 00:00:00+00,,,4TH AVE AND CLAY ST,N,29655,4TH AVE AND DENNY WAY,S,29656,1266647.26801385,229276.68995084,N,N,N,Downtown,,89,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,84.3486120745905
407,6244,68,03150,0340,031500340,4TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,4TH AVE S,4TH AVE S,S HINDS ST,S SPOKANE NR ST,1,Principal Arterial, ,INSVC,3400,30,S,N, , ,737,102,AC/PCC,2017/12/04 00:00:00+00,,,4TH AVE S AND S HINDS ST,S,32337,4TH AVE S AND S SPOKANE NR ST,N,32356,1271225.11960253,212487.23009364,N,N,Y,Industrial Access,Y,100,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,737.18866010857
408,6256,68,03150,0550,031500550,4TH AVE S BETWEEN S LUCILE ST AND S FINDLAY ST,4TH AVE S,4TH AVE S,S LUCILE ST,S FINDLAY ST,1,Principal Arterial, ,INSVC,5500,30,S,N, , ,260,40,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S LUCILE ST,S,33170,4TH AVE S AND S FINDLAY ST,N,33171,1270965.66968226,205325.2954943,N,N,Y,Urban Center Connector,Y,51,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,259.613757326203
409,6259,68,03150,0580,031500580,4TH AVE S BETWEEN S MEAD ST AND S FIDALGO ST,4TH AVE S,4TH AVE S,S MEAD ST,S FIDALGO ST,1,Principal Arterial, ,INSVC,5800,30,S,N, , ,225,40,PCC,2017/10/11 00:00:00+00,,,4TH AVE S AND S MEAD ST,S,33183,4TH AVE S AND S FIDALGO ST,N,33188,1270944.54072225,204495.37101346,N,N,Y,Urban Center Connector,Y,51,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,225.007480108583
412,6314,68,03265,0550,032650550,40TH AVE NE BETWEEN NE 55TH ST AND NE 56TH ST,40TH AVE NE,40TH AVE NE,NE 55TH ST,NE 56TH ST,3,Collector Arterial, ,INSVC,5500,25,N,N, , ,347,36,PCC,2017/11/01 00:00:00+00,,,40TH AVE NE AND NE 55TH ST,N,26218,40TH AVE NE AND NE 56TH ST,S,26212,1282805.8852464,247397.5711214,N,N,N,Neighborhood Corridor,,68,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,346.782458712932
413,6325,68,03265,0740,032650740,40TH AVE NE BETWEEN NE 73RD N ST AND NE 75TH ST,40TH AVE NE,40TH AVE NE,NE 73RD N ST,NE 75TH ST,3,Collector Arterial, ,INSVC,7400,25,N,N, , ,504,36,AC/PCC,2017/09/24 00:00:00+00,,,40TH AVE NE AND NE 73RD N ST,N,24941,40TH AVE NE AND NE 75TH ST,S,24926,1282826.84217441,252274.16927038,N,N,N,Neighborhood Corridor,,23,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,504.23156498838
425,6474,68,03360,0770,033600770,41ST AVE SW BETWEEN SW HOLDEN ST AND SW PORTLAND ST,41ST AVE SW,41ST AVE SW,SW HOLDEN ST,SW PORTLAND ST,0,Not Designated, ,INSVC,7700,20,S,N, , ,264,0,PCC,,,,41ST AVE SW AND SW HOLDEN ST,S,33831,41ST AVE SW AND SW PORTLAND ST,N,33832,1257214.99229218,198384.97420721,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,3,NON-ART,N,264.19084279106
427,6504,68,03405,0230,034050230,42ND AVE E BETWEEN E LYNN ST AND E MCGILVRA ST,42ND AVE E,42ND AVE E,E LYNN ST,E MCGILVRA ST,3,Collector Arterial, ,INSVC,2300,25,N,N, , ,582,34,PCC,2017/10/27 00:00:00+00,,,42ND AVE E AND E LYNN ST,N,28481,42ND AVE E AND E MCGILVRA ST,S,28478,1284185.34847981,236763.5417985,N,N,N,Neighborhood Corridor,,55,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,581.817329823723
437,6636,68,03520,0230,035200230,43RD AVE E BETWEEN E LYNN ST AND E MCGILVRA ST,43RD AVE E,43RD AVE E,E LYNN ST,E MCGILVRA ST,3,Collector Arterial, ,INSVC,2300,25,N,N, , ,582,36,PCC,2017/10/27 00:00:00+00,,,43RD AVE E AND E LYNN ST,N,28480,43RD AVE E AND E MCGILVRA ST,S,28479,1284515.56326415,236754.73015049,N,N,N,Neighborhood Corridor,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,581.644327065541
477,7154,68,03810,0560,038100560,48TH AVE SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,48TH AVE SW,48TH AVE SW,SW FINDLAY ST,SW JUNEAU ST,3,Collector Arterial, ,INSVC,5600,25,S,N, , ,698,32,PCC,2017/10/23 00:00:00+00,,,48TH AVE SW AND SW FINDLAY ST,S,32896,48TH AVE SW AND SW JUNEAU ST,N,32904,1255107.01417802,204980.29197395,N,N,N,Neighborhood Corridor,,95,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,697.629882649974
481,7211,68,03860,0500,038600500,49TH AVE SW BETWEEN SW HUDSON ST AND SW DAWSON ST,49TH AVE SW,49TH AVE SW,SW HUDSON ST,SW DAWSON ST,3,Collector Arterial, ,INSVC,5000,25,S,N, , ,694,32,PCC,2017/10/23 00:00:00+00,,,49TH AVE SW AND SW HUDSON ST,S,32856,49TH AVE SW AND SW DAWSON ST,N,32868,1254843.27939376,206948.62131997,N,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,693.976571310736
482,7230,68,03885,0100,038850100,5TH AVE BETWEEN MADISON ST AND SPRING ST,5TH AVE,5TH AVE,MADISON ST,SPRING ST,2,Minor Arterial, ,INSVC,1000,25,NW,Y,SE,T,306,9,AC/PCC,2017/10/27 00:00:00+00,,,5TH AVE AND MADISON ST,NW,29948,5TH AVE AND SPRING ST,SE,29933,1270713.76504201,224982.37148243,N,N,N,Downtown Neighborhood,,66,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,306.117779690888
483,7239,68,03885,0160,038850160,5TH AVE BETWEEN PINE ST AND OLIVE WAY,5TH AVE,5TH AVE,PINE ST,OLIVE WAY,2,Minor Arterial, ,INSVC,1600,25,NW,Y,SE,T,426,33,PCC,2017/11/03 00:00:00+00,,,5TH AVE AND PINE ST,NW,29577,5TH AVE AND OLIVE WAY,SE,29567,1269563.97880083,226923.56060442,N,N,N,Downtown Neighborhood,,83,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,426.178547362762
484,7254,68,03895,1050,038951050,5TH AVE NE BETWEEN NE 105TH ST AND NE 106TH ST,5TH AVE NE,5TH AVE NE,NE 105TH ST,NE 106TH ST,2,Minor Arterial, ,INSVC,10500,25,N,N, , ,487,55,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 105TH ST,N,36524,5TH AVE NE AND NE 106TH ST,S,36534,1273614.67390898,260940.34892726,N,N,Y,Urban Village Neighborhood,,47,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,487.263137899164
485,7257,68,03895,1103,038951103,5TH AVE NE BETWEEN NE 112TH S ST AND NE 112TH N ST,5TH AVE NE,5TH AVE NE,NE 112TH S ST,NE 112TH N ST,2,Minor Arterial, ,INSVC,11000,25,N,N, , ,151,63,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 112TH S ST,N,36535,5TH AVE NE AND NE 112TH N ST,S,36533,1273614.25682098,262459.72652881,N,N,Y,Urban Village Neighborhood,,58,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,151.039108616246
486,7275,68,03890,0190,038900190,5TH AVE N BETWEEN HOWE ST AND NEWTON ST,5TH AVE N,5TH AVE N,HOWE ST,NEWTON ST,2,Minor Arterial, ,INSVC,1900,25,N,N, , ,338,45,AC/PCC,2017/10/04 00:00:00+00,,,5TH AVE N AND HOWE ST,N,28144,5TH AVE N AND NEWTON ST,S,28141,1267223.15563044,235705.09898141,Y,N,N,Urban Center Connector,,50,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,7,ART,N,337.80390279817
488,7308,68,03895,0740,038950740,5TH AVE NE BETWEEN NE MAPLE LEAF PL AND NE 75TH ST,5TH AVE NE,5TH AVE NE,NE MAPLE LEAF PL,NE 75TH ST,2,Minor Arterial, ,INSVC,7400,25,N,N, , ,143,40,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE MAPLE LEAF PL,N,24436,5TH AVE NE AND NE 75TH ST,S,24437,1273526.00792488,252680.9388068,Y,N,N,Urban Village Neighborhood,,75,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,8,ART,N,142.919433587989
489,7321,68,03895,0860,038950860,5TH AVE NE BETWEEN NE 86TH ST AND NE 88TH ST,5TH AVE NE,5TH AVE NE,NE 86TH ST,NE 88TH ST,2,Minor Arterial, ,INSVC,8600,25,N,N, , ,333,20,PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 86TH ST,N,37549,5TH AVE NE AND NE 88TH ST,S,37539,1273559.45720492,255885.29541808,N,N,N,Urban Center Connector,,63,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,332.857894624765
490,7327,68,03895,0940,038950940,5TH AVE NE BETWEEN NE 94TH ST AND NE 95TH ST,5TH AVE NE,5TH AVE NE,NE 94TH ST,NE 95TH ST,2,Minor Arterial, ,INSVC,9400,25,N,N, , ,332,40,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 94TH ST,N,37515,5TH AVE NE AND NE 95TH ST,S,37514,1273582.39134894,257880.60524413,N,N,N,Urban Center Connector,,74,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,332.055760352462
491,7341,68,03895,1380,038951380,5TH AVE NE BETWEEN 145TH ST OFF RP AND NE 145TH ST,5TH AVE NE,5TH AVE NE,145TH ST OFF RP,NE 145TH ST,2,Minor Arterial, ,INSVC,13800,35,N,N, , ,404,58,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND 145TH ST OFF RP,N,35864,5TH AVE NE AND NE 145TH ST,S,35853,1273736.3706131,271108.05293767,N,N,N,Neighborhood Corridor,Y,31,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,403.881658808288
493,7361,68,03905,0070,039050070,5TH AVE S BETWEEN S WELLER ST AND S DEARBORN ST,5TH AVE S,5TH AVE S,S WELLER ST,S DEARBORN ST,2,Minor Arterial, ,INSVC,600,25,S,N, , ,628,45,AC/PCC,2017/11/05 00:00:00+00,,,5TH AVE S AND S WELLER ST,S,30523,SEATTLE BLVD S AND S DEARBORN ST,N,30540,1271737.20248306,221221.40123859,Y,N,N,Downtown Neighborhood,,50,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,628.366616811341
499,7444,68,03980,0470,039800470,50TH AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,50TH AVE S,50TH AVE S,S ALASKA ST,S ANGELINE ST,2,Minor Arterial, ,INSVC,4700,25,S,N, , ,430,21,AC/PCC,2017/10/24 00:00:00+00,,,50TH AVE S AND S ALASKA ST,S,32619,50TH AVE S AND S ANGELINE ST,N,33422,1285544.1713292,207585.92397663,Y,N,N,Neighborhood Corridor,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,429.711180181003
506,7537,68,04025,1080,040251080,51ST AVE S BETWEEN S BANGOR ST AND S 109TH ST,51ST AVE S,51ST AVE S,S BANGOR ST,S 109TH ST,3,Collector Arterial, ,INSVC,10800,25,S,N, , ,408,20,PCC,2017/10/24 00:00:00+00,,,51ST AVE S AND S BANGOR ST,S,38320,51ST AVE S AND S 109TH ST,N,336128,1285309.24921696,187738.8209803,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,13,ART,N,407.797363144827
518,7687,68,04210,0410,042100410,55TH AVE NE BETWEEN NE 41ST ST AND NE 44TH ST,55TH AVE NE,55TH AVE NE,NE 41ST ST,NE 44TH ST,0,Not Designated, ,INSVC,4100,20,NE,N, , ,817,49,AC,2015/04/07 00:00:00+00,PCC,2013/09/26 00:00:00+00,55TH AVE NE AND NE 41ST ST,NE,27340,55TH AVE NE AND NE 44TH ST,SW,27325,1286532.9976342,243662.08535756,N,N,N,Neighborhood Yield Street,,41,42,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,1,NON-ART,N,816.871669190851
519,7693,68,04210,0650,042100650,55TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,55TH AVE NE,55TH AVE NE,NE 65TH ST,NE 68TH ST,0,Not Designated, ,INSVC,6500,20,N,N, , ,664,25,PCC,2013/09/25 00:00:00+00,,,55TH AVE NE AND NE 65TH ST,N,24879,55TH AVE NE AND NE 68TH ST,S,24865,1286778.30265845,250122.97694819,N,N,N,Neighborhood Yield Street,,67,0,5,TEMPORARY TRANSIT ROUTE,DISTRICT4, ,N,5,NON-ART,N,663.548092675094
526,7792,68,04310,0920,043100920,57TH AVE S BETWEEN RAINIER AVE S AND WATERS AVE S,57TH AVE S,57TH AVE S,RAINIER AVE S,WATERS AVE S,3,Collector Arterial, ,INSVC,9200,25,S,N, , ,353,53,AC/PCC,2017/10/24 00:00:00+00,,,57TH AVE S AND RAINIER AVE S,S,35452,57TH AVE S AND WATERS AVE S,N,35457,1287520.41926722,192875.53932156,N,N,N,Urban Village Neighborhood,,51,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,6,ART,N,352.659828305131
